study_time,idle_time,break_time,tasks_completed,session_time,time_of_day,focus_score
342,180,51,9,589,night,87
408,114,61,12,600,morning,96
342,180,51,6,583,afternoon,92
288,60,43,8,396,night,100
252,150,38,5,448,morning,98
258,180,39,9,489,evening,88
203,180,30,6,420,evening,66
420,180,63,8,600,evening,100
372,78,56,6,518,night,100
72,180,11,9,280,morning,70
120,150,18,9,304,evening,55
290,180,44,10,520,afternoon,93
387,180,58,11,600,morning,85
263,180,39,8,492,afternoon,100
282,180,42,6,523,night,86
96,180,14,11,297,afternoon,93
210,180,32,7,438,evening,97
438,180,66,8,600,morning,100
396,180,59,12,600,morning,100
132,180,20,9,337,evening,87
150,168,22,8,350,morning,100
276,180,41,8,511,afternoon,99
426,180,64,8,600,afternoon,100
150,180,22,9,358,evening,75
42,96,6,9,152,morning,92
306,126,46,10,485,evening,64
228,180,34,10,460,night,97
168,180,25,11,382,evening,78
235,180,35,11,467,night,100
433,150,65,8,600,afternoon,99
402,180,60,10,600,night,88
168,42,25,5,253,afternoon,93
324,180,49,7,565,afternoon,94
294,180,44,8,535,evening,75
330,180,50,8,569,evening,100
174,180,26,11,385,morning,87
138,180,21,12,357,night,91
258,180,39,6,482,afternoon,95
96,180,14,6,309,night,90
372,54,56,12,494,evening,82
378,180,57,6,600,morning,81
222,162,33,7,436,afternoon,63
324,180,49,12,567,afternoon,92
120,180,18,10,331,night,89
396,180,59,5,600,afternoon,100
246,180,37,7,477,night,89
270,168,40,7,485,morning,100
384,102,58,7,552,evening,90
172,54,26,8,262,morning,77
5,180,5,6,206,morning,82
414,180,62,6,600,morning,95
360,180,54,9,600,morning,100
337,180,51,9,573,morning,98
324,180,49,7,563,evening,100
30,180,5,6,221,night,63
5,180,5,6,201,afternoon,100
204,180,31,11,420,morning,95
138,180,21,6,358,night,85
226,180,34,8,447,morning,100
156,180,23,6,364,morning,75
246,174,37,10,466,night,79
336,180,50,11,585,afternoon,97
432,180,65,9,600,morning,94
282,180,42,10,516,evening,84
480,168,72,9,600,evening,100
336,180,50,12,580,morning,95
258,180,39,8,487,night,90
432,60,65,8,571,evening,94
480,180,72,7,600,evening,85
162,180,24,6,374,afternoon,88
216,180,32,11,438,night,86
324,180,49,9,566,afternoon,100
24,180,5,7,221,night,81
408,54,61,5,535,afternoon,90
438,180,66,8,600,night,99
352,180,53,9,597,afternoon,77
468,180,70,10,600,morning,98
288,180,43,6,528,evening,86
426,180,64,8,600,night,99
192,180,29,10,418,night,85
217,180,33,11,439,evening,100
130,180,20,8,349,morning,96
354,168,53,10,590,night,88
258,180,39,6,496,evening,65
480,180,72,11,600,afternoon,90
132,180,20,11,347,night,69
348,180,52,10,588,night,94
480,180,72,9,600,evening,94
264,180,40,11,489,evening,67
168,180,25,12,383,afternoon,96
179,180,27,9,398,afternoon,77
114,180,17,10,330,evening,100
48,96,7,11,165,evening,100
372,180,56,5,600,afternoon,100
461,180,69,11,600,afternoon,100
456,180,68,8,600,morning,88
388,180,58,5,600,night,98
224,180,34,11,455,morning,97
156,180,23,11,377,morning,100
444,180,67,9,600,evening,85
318,180,48,7,564,night,83
174,180,26,12,397,morning,100
374,180,56,9,600,night,100
450,180,68,7,600,afternoon,98
228,72,34,12,348,afternoon,90
480,180,72,9,600,night,97
198,180,30,5,424,night,91
348,102,52,12,508,afternoon,89
236,180,35,10,463,morning,77
348,180,52,6,597,night,78
252,36,38,10,344,morning,100
210,90,32,5,347,afternoon,73
344,180,52,11,595,morning,100
401,102,60,5,569,evening,85
317,180,48,8,553,night,75
456,180,68,8,600,evening,97
221,180,33,11,453,morning,100
114,180,17,8,321,evening,85
366,180,55,11,600,evening,92
270,180,40,6,506,afternoon,85
138,180,21,6,344,morning,100
264,180,40,6,493,morning,100
216,174,32,8,439,morning,100
162,168,24,9,370,evening,74
294,180,44,7,534,afternoon,100
330,132,50,8,530,night,98
342,102,51,5,506,morning,77
240,180,36,6,466,night,95
234,180,35,6,464,afternoon,95
12,180,5,8,210,morning,82
254,180,38,9,491,evening,100
126,180,19,5,337,night,76
395,108,59,10,576,night,98
426,180,64,7,600,night,84
5,72,5,7,95,morning,100
160,180,24,10,379,morning,100
414,180,62,6,600,morning,95
114,180,17,12,319,afternoon,100
324,180,49,10,567,morning,97
331,174,50,11,573,night,92
450,180,68,9,600,evening,100
90,180,14,12,290,evening,87
5,180,5,9,195,evening,58
270,180,40,11,500,afternoon,79
5,180,5,12,203,afternoon,65
207,150,31,9,398,night,100
312,132,47,9,504,evening,93
378,180,57,7,600,morning,94
436,180,65,7,600,morning,78
330,180,50,7,568,evening,93
336,180,50,11,582,night,100
294,180,44,7,530,morning,100
5,180,5,11,195,afternoon,100
276,180,41,11,502,evening,97
474,84,71,12,600,morning,100
366,180,55,8,600,evening,87
60,174,9,9,250,morning,83
204,144,31,5,384,evening,70
342,156,51,9,567,afternoon,88
120,180,18,8,326,morning,100
288,180,43,11,517,night,83
306,180,46,11,538,morning,98
6,180,5,8,208,afternoon,100
432,66,65,6,573,morning,95
114,180,17,11,329,morning,97
342,180,51,5,587,night,100
330,180,50,5,571,evening,97
168,144,25,11,350,afternoon,83
156,180,23,7,373,evening,97
150,180,22,12,360,afternoon,100
396,180,59,7,600,evening,97
408,180,61,10,600,afternoon,94
366,180,55,8,600,evening,86
228,180,34,6,460,night,85
216,180,32,10,438,evening,53
480,180,72,7,600,morning,90
306,180,46,9,550,evening,83
87,180,13,9,292,afternoon,97
336,150,50,5,552,evening,81
114,174,17,7,312,morning,90
156,108,23,7,298,morning,92
198,180,30,7,415,evening,84
313,180,47,8,546,evening,98
360,180,54,12,600,night,100
270,180,40,12,498,morning,76
291,168,44,6,512,afternoon,100
126,180,19,9,334,night,100
312,180,47,12,548,night,99
324,90,49,7,471,morning,82
300,180,45,6,535,night,100
391,180,59,10,600,afternoon,100
90,180,14,11,300,afternoon,96
240,180,36,9,463,night,88
372,180,56,7,600,morning,94
210,180,32,11,435,evening,71
246,180,37,10,481,night,100
246,180,37,7,480,morning,98
246,180,37,5,472,night,64
174,180,26,8,399,afternoon,95
241,180,36,7,469,morning,82
408,180,61,10,600,afternoon,95
294,138,44,10,486,afternoon,77
396,180,59,8,600,afternoon,100
204,180,31,9,434,night,90
258,138,39,9,453,morning,95
378,180,57,11,600,morning,100
6,180,5,8,202,morning,100
312,180,47,9,550,morning,97
480,180,72,10,600,night,91
114,180,17,8,330,morning,96
282,72,42,8,409,morning,95
156,132,23,9,322,afternoon,99
246,180,37,9,471,evening,100
192,180,29,8,416,evening,59
66,180,10,8,269,afternoon,51
78,180,12,6,282,night,75
384,180,58,10,600,morning,100
306,180,46,9,538,afternoon,96
174,180,26,10,385,morning,73
375,66,56,6,503,evening,94
258,180,39,7,484,night,98
72,180,11,8,270,night,88
264,180,40,10,495,afternoon,91
234,180,35,9,466,evening,87
258,180,39,11,488,evening,81
450,180,68,9,600,night,100
174,180,26,7,387,afternoon,50
288,180,43,8,519,morning,98
108,180,16,6,321,morning,97
96,180,14,11,299,morning,97
312,180,47,10,550,evening,97
306,180,46,6,542,morning,94
189,174,28,6,396,morning,99
228,180,34,10,450,evening,92
108,180,16,6,315,afternoon,97
149,180,22,9,366,afternoon,73
378,180,57,10,600,morning,70
36,180,5,5,234,morning,83
480,180,72,11,600,afternoon,100
180,180,27,10,406,evening,81
222,108,33,9,375,morning,100
357,180,54,5,600,afternoon,69
150,180,22,5,369,morning,83
96,180,14,6,302,night,98
66,180,10,9,271,morning,95
83,96,12,7,206,afternoon,100
84,180,13,8,296,afternoon,97
204,180,31,11,425,afternoon,92
180,180,27,10,404,morning,93
171,180,26,8,394,morning,98
480,180,72,8,600,evening,75
252,180,38,5,489,morning,75
372,132,56,10,574,evening,74
360,180,54,10,600,morning,100
194,180,29,9,414,morning,95
12,180,5,8,209,afternoon,94
168,180,25,12,383,night,93
359,144,54,11,564,night,100
209,180,31,9,428,morning,100
267,108,40,6,420,afternoon,79
360,180,54,10,600,evening,100
132,180,20,11,341,afternoon,96
258,180,39,10,491,night,83
5,180,5,10,206,night,84
306,162,46,11,525,night,100
376,180,56,7,600,evening,100
246,180,37,12,472,evening,89
411,180,62,10,600,morning,100
120,180,18,9,336,afternoon,99
270,42,40,10,367,afternoon,91
402,180,60,9,600,morning,90
150,180,22,8,367,morning,98
180,180,27,5,405,afternoon,80
300,180,45,8,544,morning,87
330,180,50,10,570,evening,92
78,180,12,7,287,night,98
84,180,13,12,283,morning,86
132,180,20,7,337,afternoon,66
438,180,66,11,600,morning,100
162,18,24,5,218,morning,100
396,180,59,10,600,evening,95
144,180,22,12,355,afternoon,96
298,180,45,6,530,morning,87
276,180,41,5,513,morning,100
258,180,39,10,488,evening,80
177,180,27,7,399,evening,63
402,180,60,11,600,morning,99
146,180,22,6,361,afternoon,86
30,180,5,7,231,morning,100
294,180,44,8,535,evening,87
336,180,50,8,575,morning,93
402,156,60,12,600,morning,100
366,84,55,11,512,evening,92
103,180,15,9,303,evening,90
303,180,45,11,536,morning,94
174,180,26,5,397,morning,97
5,180,5,9,203,night,89
348,180,52,6,590,night,100
95,180,14,11,299,night,91
216,78,32,5,345,morning,97
342,180,51,10,591,night,100
480,180,72,11,600,night,100
54,180,8,6,248,night,97
258,180,39,5,485,afternoon,100
168,180,25,6,387,evening,78
246,180,37,8,469,evening,100
174,180,26,10,388,evening,100
264,180,40,11,500,morning,100
312,180,47,11,558,afternoon,100
210,180,32,11,437,evening,95
66,180,10,10,266,night,100
174,180,26,5,393,night,97
198,174,30,9,410,night,85
342,180,51,5,587,evening,99
348,180,52,6,589,evening,77
396,180,59,9,600,evening,87
276,180,41,10,505,morning,100
276,180,41,9,502,evening,100
294,180,44,10,532,night,75
18,180,5,10,219,morning,95
264,180,40,6,496,night,79
330,180,50,12,567,evening,72
210,180,32,9,432,morning,97
114,90,17,7,235,morning,96
102,180,15,10,312,afternoon,70
162,180,24,11,378,morning,91
300,180,45,10,534,morning,91
84,180,13,9,288,afternoon,74
216,180,32,9,443,afternoon,82
234,180,35,9,458,morning,91
203,180,30,8,420,afternoon,100
240,180,36,6,473,night,80
228,114,34,7,382,afternoon,100
168,180,25,8,385,afternoon,94
214,180,32,6,431,afternoon,98
264,180,40,11,502,night,75
282,180,42,6,517,afternoon,97
348,180,52,11,599,night,87
5,180,5,8,198,night,84
282,174,42,11,514,evening,84
102,180,15,9,307,evening,64
30,180,5,8,225,night,68
339,156,51,9,559,night,100
270,180,40,9,499,night,74
432,120,65,8,600,morning,92
267,180,40,7,494,night,100
155,180,23,11,376,morning,67
264,180,40,6,491,evening,100
5,180,5,10,197,night,75
258,180,39,6,492,afternoon,100
264,180,40,7,489,evening,100
480,180,72,9,600,evening,94
162,72,24,6,264,afternoon,73
228,180,34,6,448,evening,88
324,180,49,7,565,morning,86
420,126,63,9,600,night,76
114,156,17,5,298,morning,97
126,180,19,6,343,afternoon,94
348,180,52,11,598,morning,97
336,180,50,9,572,afternoon,95
156,114,23,10,305,afternoon,97
332,180,50,7,575,morning,98
246,180,37,6,477,evening,99
305,180,46,12,539,night,79
150,180,22,10,365,morning,100
348,180,52,7,590,afternoon,100
354,180,53,8,600,morning,78
456,180,68,5,600,morning,100
348,48,52,9,454,night,78
252,180,38,10,476,afternoon,100
132,180,20,11,337,afternoon,73
222,180,33,7,454,evening,100
176,180,26,10,394,evening,82
240,180,36,6,466,afternoon,85
36,180,5,6,230,morning,68
192,180,29,7,420,night,100
5,180,5,9,209,morning,89
270,180,40,5,496,afternoon,98
318,180,48,12,561,night,94
354,180,53,10,600,afternoon,100
264,180,40,8,493,night,73
300,180,45,7,540,afternoon,98
114,180,17,7,321,night,89
282,180,42,11,511,night,96
396,132,59,5,597,evening,100
132,180,20,7,351,evening,100
426,180,64,7,600,afternoon,100
186,180,28,7,401,afternoon,92
12,180,5,7,203,night,96
162,180,24,7,373,afternoon,80
324,168,49,6,549,morning,88
24,126,5,6,168,afternoon,70
186,168,28,10,394,afternoon,99
310,180,46,7,549,evening,81
216,180,32,11,434,afternoon,98
182,150,27,12,368,morning,83
132,162,20,8,319,afternoon,100
180,180,27,5,405,night,75
384,180,58,12,600,afternoon,89
348,180,52,6,597,night,100
186,180,28,6,403,morning,93
270,72,40,9,387,afternoon,88
384,180,58,6,600,afternoon,85
372,144,56,8,590,night,61
407,180,61,5,600,evening,100
252,102,38,8,406,morning,75
342,180,51,10,591,night,100
360,180,54,11,600,night,99
324,180,49,7,569,night,98
306,180,46,8,548,afternoon,75
240,180,36,11,474,evening,100
240,168,36,7,456,morning,71
180,180,27,11,400,evening,88
204,180,31,5,433,morning,99
432,138,65,6,600,evening,100
318,180,48,8,551,evening,100
378,144,57,7,597,afternoon,89
174,180,26,5,388,evening,77
313,180,47,7,546,afternoon,99
372,180,56,12,600,evening,83
222,180,33,7,450,afternoon,71
126,180,19,8,331,evening,78
300,150,45,8,514,afternoon,92
444,180,67,8,600,evening,75
360,180,54,7,600,evening,78
186,180,28,10,404,evening,90
342,180,51,6,579,night,100
240,180,36,9,471,night,78
360,180,54,10,599,night,100
132,54,20,7,213,evening,98
234,180,35,5,462,night,100
246,180,37,9,475,morning,98
228,90,34,5,357,evening,86
156,180,23,8,374,morning,75
210,180,32,10,436,morning,92
168,120,25,11,328,evening,66
384,78,58,6,525,afternoon,86
330,132,50,7,518,evening,100
468,180,70,9,600,evening,87
288,180,43,7,529,morning,91
186,180,28,8,400,morning,100
476,180,71,8,600,evening,100
288,180,43,11,527,night,70
432,138,65,12,600,evening,99
204,180,31,10,424,morning,70
228,96,34,7,363,afternoon,83
162,180,24,8,383,night,94
462,180,69,5,600,night,98
408,180,61,5,600,morning,100
366,180,55,8,600,evening,80
186,162,28,10,382,morning,90
30,48,5,12,100,night,94
228,180,34,9,456,afternoon,100
276,138,41,11,464,morning,70
114,180,17,8,323,night,70
264,168,40,11,486,morning,96
402,180,60,10,600,morning,93
390,180,58,7,600,night,92
174,180,26,11,388,evening,100
186,126,28,7,355,evening,100
5,180,5,5,199,evening,82
348,180,52,6,598,evening,89
324,180,49,10,565,night,99
320,180,48,10,556,night,98
204,180,31,8,425,morning,76
361,180,54,10,600,evening,100
198,180,30,9,420,afternoon,94
402,180,60,7,600,evening,96
402,180,60,12,600,afternoon,100
198,180,30,9,417,afternoon,99
120,180,18,9,337,morning,75
360,180,54,5,600,night,95
384,180,58,11,600,evening,82
402,132,60,8,600,evening,86
374,180,56,9,600,evening,94
96,174,14,11,290,evening,69
232,180,35,9,465,evening,63
312,180,47,11,548,morning,96
330,180,50,5,576,night,85
78,180,12,6,280,night,100
54,156,8,11,231,evening,65
249,180,37,6,483,night,98
162,180,24,6,383,evening,76
354,180,53,7,600,afternoon,86
258,180,39,10,484,evening,85
192,180,29,8,406,afternoon,61
276,180,41,9,504,evening,86
186,180,28,9,403,morning,99
480,180,72,5,600,morning,100
150,180,22,8,364,evening,100
222,180,33,5,442,afternoon,87
324,180,49,5,572,morning,93
108,180,16,10,312,afternoon,76
180,180,27,8,395,afternoon,59
138,102,21,6,277,morning,78
414,180,62,11,600,morning,80
408,180,61,7,600,night,94
114,180,17,6,326,afternoon,100
240,180,36,10,466,night,93
246,180,37,9,481,night,100
282,180,42,6,513,evening,100
312,180,47,7,546,afternoon,100
108,180,16,9,316,evening,86
179,180,27,9,391,night,64
90,180,14,9,293,morning,95
480,180,72,8,600,night,98
120,180,18,6,333,night,100
240,180,36,10,475,morning,99
414,174,62,7,600,evening,97
54,180,8,6,260,evening,85
456,180,68,12,600,morning,96
408,126,61,9,600,evening,77
108,180,16,9,313,afternoon,99
138,174,21,11,338,morning,66
228,48,34,7,325,morning,100
384,180,58,5,600,afternoon,100
456,180,68,12,600,night,100
240,180,36,7,469,night,100
192,120,29,6,358,afternoon,100
234,180,35,11,458,afternoon,100
480,150,72,6,600,evening,94
5,180,5,8,205,afternoon,66
5,180,5,12,208,morning,72
114,180,17,10,320,night,57
276,180,41,6,506,morning,68
120,120,18,7,269,morning,100
138,180,21,8,357,evening,93
138,180,21,6,348,afternoon,83
294,180,44,11,531,afternoon,100
354,180,53,8,594,morning,76
318,180,48,10,565,evening,71
342,180,51,5,587,evening,86
228,180,34,12,461,night,100
78,180,12,8,277,night,93
366,30,55,7,460,night,94
252,180,38,11,475,morning,100
252,180,38,6,487,night,98
48,180,7,8,240,evening,94
300,180,45,10,535,afternoon,100
204,180,31,5,432,morning,86
318,180,48,8,560,morning,100
90,180,14,9,298,morning,84
366,180,55,6,600,morning,92
120,180,18,5,332,morning,79
402,180,60,6,600,morning,92
48,180,7,6,247,morning,72
210,150,32,9,411,evening,100
294,180,44,12,529,evening,94
192,180,29,10,409,night,95
348,180,52,9,591,afternoon,100
186,126,28,11,348,night,100
144,180,22,10,353,evening,85
336,180,50,7,583,night,100
331,180,50,11,570,afternoon,100
174,180,26,8,394,evening,63
116,180,17,8,332,afternoon,93
312,180,47,11,554,evening,100
234,180,35,11,461,evening,76
294,180,44,8,532,morning,75
312,180,47,7,554,afternoon,98
276,180,41,7,504,night,98
312,180,47,10,558,morning,87
198,180,30,8,416,evening,77
199,132,30,5,377,night,85
234,180,35,7,460,morning,70
12,180,5,6,213,afternoon,87
282,162,42,8,504,night,85
84,180,13,9,284,night,92
162,180,24,10,384,night,66
314,180,47,12,551,night,100
330,180,50,7,573,night,93
318,180,48,10,562,afternoon,84
102,42,15,8,171,night,100
156,180,23,8,372,morning,68
360,180,54,12,600,evening,99
114,180,17,8,322,evening,86
348,180,52,6,595,night,85
125,180,19,7,341,afternoon,55
138,180,21,6,353,evening,100
456,180,68,9,600,morning,99
234,180,35,8,468,night,100
294,180,44,9,536,afternoon,79
300,180,45,9,539,morning,99
78,132,12,8,230,evening,83
372,162,56,10,598,evening,91
294,180,44,11,524,night,100
252,180,38,11,478,afternoon,91
359,102,54,8,530,evening,100
341,180,51,6,589,afternoon,90
294,162,44,9,511,night,93
59,150,9,9,224,evening,96
472,48,71,5,600,evening,100
234,156,35,7,436,morning,100
368,180,55,7,600,evening,100
48,180,7,10,246,night,86
216,180,32,10,440,morning,99
390,174,58,10,600,morning,82
102,180,15,12,302,evening,91
132,120,20,12,281,evening,73
333,174,50,11,564,evening,65
5,180,5,6,195,evening,100
288,180,43,11,517,afternoon,95
246,180,37,9,479,afternoon,100
480,132,72,11,600,afternoon,100
444,180,67,6,600,evening,88
333,180,50,11,581,night,94
84,180,13,11,289,morning,100
150,180,22,10,370,night,63
222,126,33,6,386,morning,95
234,150,35,8,434,evening,95
462,180,69,5,600,night,98
287,180,43,7,524,afternoon,56
306,174,46,11,532,evening,100
168,180,25,11,387,morning,96
186,138,28,11,360,evening,89
354,168,53,11,588,evening,98
